농약명(한글),농약명(영어),식품명,잔류허용기준(mg/kg),max_residue_limit,condition_code
티아메톡삼,Thiamethoxam,딸기,1,1,
티아메톡삼,Thiamethoxam,땅콩,0.05†,0.05,†
티아메톡삼,Thiamethoxam,망고,0.2†,0.2,†
티아메톡삼,Thiamethoxam,메밀,3,3,
티아메톡삼,Thiamethoxam,멜론,0.3,0.3,
티아메톡삼,Thiamethoxam,무(뿌리),0.5,0.5,
티아메톡삼,Thiamethoxam,무(잎),2,2,
티아메톡삼,Thiamethoxam,무화과,2,2,
티아메톡삼,Thiamethoxam,미나리,2.0T,2,T
티아메톡삼,Thiamethoxam,밀,0.05†,0.05,†
티아메톡삼,Thiamethoxam,바나나,0.02†,0.02,†
티아메톡삼,Thiamethoxam,방아잎,8,8,
티아메톡삼,Thiamethoxam,배추,0.5,0.5,
티아메톡삼,Thiamethoxam,보리,0.4,0.4,
티아메톡삼,Thiamethoxam,복분자,1,1,
티아메톡삼,Thiamethoxam,부추,0.1,0.1,
티아메톡삼,Thiamethoxam,브로콜리,1,1,
티아메톡삼,Thiamethoxam,블루베리,1,1,
티아메톡삼,Thiamethoxam,비트(뿌리),0.05,0.05,
티아메톡삼,Thiamethoxam,상추,15,15,
티아메톡삼,Thiamethoxam,생강,0.07,0.07,
티아메톡삼,Thiamethoxam,셀러리,1.5,1.5,
티아메톡삼,Thiamethoxam,수박,0.1,0.1,
티아메톡삼,Thiamethoxam,수삼,0.1,0.1,
티아메톡삼,Thiamethoxam,시금치,10,10,
티아메톡삼,Thiamethoxam,쌀,0.1,0.1,
티아메톡삼,Thiamethoxam,쑥갓,5,5,
티아메톡삼,Thiamethoxam,아로니아,1,1,
티아메톡삼,Thiamethoxam,알,0.01,0.01,
티아메톡삼,Thiamethoxam,양배추,4.0†,4,†
티아메톡삼,Thiamethoxam,양상추,15,15,
티아메톡삼,Thiamethoxam,엇갈이배추,1,1,
티아메톡삼,Thiamethoxam,엽경채류,0.5,0.5,
티아메톡삼,Thiamethoxam,엽채류,5,5,
티아메톡삼,Thiamethoxam,오디,1.5,1.5,
티아메톡삼,Thiamethoxam,오미자(건조),0.7,0.7,
티아메톡삼,Thiamethoxam,오이,0.5,0.5,
티아메톡삼,Thiamethoxam,옥수수,0.05,0.05,
티아메톡삼,Thiamethoxam,유,0.05,0.05,
티아메톡삼,Thiamethoxam,유지종실류,0.02†,0.02,†
티아메톡삼,Thiamethoxam,유채씨,0.05,0.05,
티아메톡삼,Thiamethoxam,인과류,0.5,0.5,
티아메톡삼,Thiamethoxam,차,2,2,
티아메톡삼,Thiamethoxam,참깨,0.05,0.05,
티아메톡삼,Thiamethoxam,참외,0.5,0.5,
티아메톡삼,Thiamethoxam,취나물,10,10,
티아메톡삼,Thiamethoxam,카카오원두,0.02†,0.02,†
티아메톡삼,Thiamethoxam,커피원두,0.1†,0.1,†
티아메톡삼,Thiamethoxam,키위,0.5,0.5,
티아메톡삼,Thiamethoxam,토마토,0.2,0.2,
티아메톡삼,Thiamethoxam,파,2,2,
티아메톡삼,Thiamethoxam,파인애플,0.01†,0.01,†
티아메톡삼,Thiamethoxam,패션프루트,1.5,1.5,
티아메톡삼,Thiamethoxam,포도,1,1,
티아메톡삼,Thiamethoxam,포유류고기,0.02,0.02,
티아메톡삼,Thiamethoxam,포유류부산물,0.01,0.01,
티아메톡삼,Thiamethoxam,포유류지방,0.01,0.01,
티아메톡삼,Thiamethoxam,풋콩,2,2,
티아메톡삼,Thiamethoxam,피망,1,1,
티아메톡삼,Thiamethoxam,핵과류,1,1,
티아메톡삼,Thiamethoxam,향신씨,0.7†,0.7,†
티아메톡삼,Thiamethoxam,호박,0.3,0.3,
티아메톡삼,Thiamethoxam,호박잎,3,3,
티아메톡삼,Thiamethoxam,호프,0.09†,0.09,†
티아벤다졸,Thiabendazole,감귤,10,10,
티아벤다졸,Thiabendazole,감귤류,7.0†,7,†
티아벤다졸,Thiabendazole,감자,15†,15,†
티아벤다졸,Thiabendazole,고구마,3.0†,3,†
티아벤다졸,Thiabendazole,망고,7.0†,7,†
티아벤다졸,Thiabendazole,바나나,4.0†,4,†
티아벤다졸,Thiabendazole,배,3.0†,3,†
티아벤다졸,Thiabendazole,사과,5,5,
티아벤다졸,Thiabendazole,아보카도,10†,10,†
티아클로프리드,Thiacloprid,가금류고기,0.02,0.02,
티아클로프리드,Thiacloprid,가금류부산물,0.02,0.02,
티아클로프리드,Thiacloprid,가지,0.5,0.5,
티아클로프리드,Thiacloprid,감귤,0.3,0.3,
티아클로프리드,Thiacloprid,감자,0.1,0.1,
티아클로프리드,Thiacloprid,갓,20,20,
티아클로프리드,Thiacloprid,갯기름나물,20,20,
티아클로프리드,Thiacloprid,건삼,0.1,0.1,
티아클로프리드,Thiacloprid,고추,1,1,
티아클로프리드,Thiacloprid,구기자,1.5,1.5,
티아클로프리드,Thiacloprid,근대,4,4,
티아클로프리드,Thiacloprid,기장,1.5,1.5,
티아클로프리드,Thiacloprid,꾸지뽕(열매),1.5,1.5,
티아클로프리드,Thiacloprid,녹두,0.05,0.05,
티아클로프리드,Thiacloprid,당귀(잎),4,4,
티아클로프리드,Thiacloprid,당근,0.05,0.05,
티아클로프리드,Thiacloprid,대두,0.05,0.05,
티아클로프리드,Thiacloprid,대추(건조),1.5,1.5,
티아클로프리드,Thiacloprid,돌나물,7,7,
티아클로프리드,Thiacloprid,동부,0.05,0.05,
티아클로프리드,Thiacloprid,들깨,0.2,0.2,
티아클로프리드,Thiacloprid,들깻잎,20,20,
티아클로프리드,Thiacloprid,딸기,2,2,
티아클로프리드,Thiacloprid,레몬,0.7,0.7,
티아클로프리드,Thiacloprid,망고,0.2,0.2,
티아클로프리드,Thiacloprid,머위,15,15,
티아클로프리드,Thiacloprid,멜론,2,2,
티아클로프리드,Thiacloprid,모과,0.2,0.2,
티아클로프리드,Thiacloprid,무(뿌리),0.05,0.05,
티아클로프리드,Thiacloprid,무(잎),0.2,0.2,
티아클로프리드,Thiacloprid,밀,1,1,
티아클로프리드,Thiacloprid,밤,0.05,0.05,
티아클로프리드,Thiacloprid,배추,0.2,0.2,
티아클로프리드,Thiacloprid,복분자,2,2,
티아클로프리드,Thiacloprid,블루베리,0.5,0.5,
티아클로프리드,Thiacloprid,비름나물,20,20,
티아클로프리드,Thiacloprid,비트(뿌리),0.07,0.07,
티아클로프리드,Thiacloprid,비트(잎),10,10,
티아클로프리드,Thiacloprid,살구,0.5,0.5,
티아클로프리드,Thiacloprid,상추,7,7,
티아클로프리드,Thiacloprid,생강,0.05,0.05,
티아클로프리드,Thiacloprid,셀러리,3,3,
티아클로프리드,Thiacloprid,수박,0.2,0.2,
티아클로프리드,Thiacloprid,수삼,0.1,0.1,
티아클로프리드,Thiacloprid,수수,2,2,
티아클로프리드,Thiacloprid,순무,0.05,0.05,
티아클로프리드,Thiacloprid,시금치,3,3,
티아클로프리드,Thiacloprid,쌀,0.1,0.1,
티아클로프리드,Thiacloprid,쑥,4,4,
티아클로프리드,Thiacloprid,쑥갓,4,4,
티아클로프리드,Thiacloprid,아로니아,1.5,1.5,
티아클로프리드,Thiacloprid,아욱,4,4,
티아클로프리드,Thiacloprid,알,0.02,0.02,
티아클로프리드,Thiacloprid,양배추,0.2,0.2,
티아클로프리드,Thiacloprid,양상추,7,7,
티아클로프리드,Thiacloprid,엇갈이배추,0.5,0.5,
티아클로프리드,Thiacloprid,엽경채류,1,1,
티아클로프리드,Thiacloprid,오디,1.5,1.5,
티아클로프리드,Thiacloprid,오렌지,0.7,0.7,
티아클로프리드,Thiacloprid,오미자,0.5,0.5,
티아클로프리드,Thiacloprid,오이,0.3,0.3,
티아클로프리드,Thiacloprid,옥수수,0.05,0.05,
티아클로프리드,Thiacloprid,완두,0.07,0.07,
티아클로프리드,Thiacloprid,유,0.05,0.05,
티아클로프리드,Thiacloprid,유자,0.7,0.7,
티아클로프리드,Thiacloprid,유채,20,20,
티아클로프리드,Thiacloprid,인과류,0.7,0.7,
티아클로프리드,Thiacloprid,자두,0.5,0.5,
티아클로프리드,Thiacloprid,차,10†,10,†
티아클로프리드,Thiacloprid,차즈기(잎),20,20,
티아클로프리드,Thiacloprid,참외,0.5,0.5,
티아클로프리드,Thiacloprid,청경채,7,7,
티아클로프리드,Thiacloprid,커피원두,3,3,
티아클로프리드,Thiacloprid,케일,4,4,
티아클로프리드,Thiacloprid,키위,0.7,0.7,
티아클로프리드,Thiacloprid,토란,0.07,0.07,
티아클로프리드,Thiacloprid,토마토,1,1,
티아클로프리드,Thiacloprid,파,1,1,
티아클로프리드,Thiacloprid,파슬리,4,4,
티아클로프리드,Thiacloprid,파파야,0.7,0.7,
티아클로프리드,Thiacloprid,팥,0.05,0.05,
티아클로프리드,Thiacloprid,패션프루트,1,1,
티아클로프리드,Thiacloprid,포도,1,1,
티아클로프리드,Thiacloprid,포유류고기,0.1,0.1,
티아클로프리드,Thiacloprid,포유류부산물,0.5,0.5,
티아클로프리드,Thiacloprid,풋콩,1,1,
티아클로프리드,Thiacloprid,피망,1,1,
티아클로프리드,Thiacloprid,핵과류,1,1,
티아클로프리드,Thiacloprid,호두,0.05,0.05,
티아페나실,Tiafenacil,감,0.05,0.05,
티아페나실,Tiafenacil,감귤,0.05,0.05,
티아페나실,Tiafenacil,감자,0.05,0.05,
티아페나실,Tiafenacil,고구마,0.05,0.05,
티아페나실,Tiafenacil,고구마줄기,0.05,0.05,
티아페나실,Tiafenacil,고려엉겅퀴,0.03,0.03,
티아페나실,Tiafenacil,고추,0.05,0.05,
티아페나실,Tiafenacil,당근,0.05,0.05,
티아페나실,Tiafenacil,대두,0.05,0.05,
티아페나실,Tiafenacil,대추,0.05,0.05,
티아페나실,Tiafenacil,대추(건조),0.05,0.05,
티아페나실,Tiafenacil,두릅,0.03,0.03,
티아페나실,Tiafenacil,마늘,0.05,0.05,
티아페나실,Tiafenacil,매실,0.05,0.05,
티아페나실,Tiafenacil,무(뿌리),0.05,0.05,
티아페나실,Tiafenacil,무(잎),0.05,0.05,
티아페나실,Tiafenacil,밤,0.05,0.05,
티아페나실,Tiafenacil,배,0.05,0.05,
티아페나실,Tiafenacil,배추,0.05,0.05,
티아페나실,Tiafenacil,복분자,0.05,0.05,
티아페나실,Tiafenacil,복숭아,0.05,0.05,
티아페나실,Tiafenacil,사과,0.05,0.05,
티아페나실,Tiafenacil,생강,0.05,0.05,
티아페나실,Tiafenacil,수박,0.05,0.05,
티아페나실,Tiafenacil,쌀,0.05,0.05,
티아페나실,Tiafenacil,양배추,0.05,0.05,
티아페나실,Tiafenacil,양파,0.05,0.05,
티아페나실,Tiafenacil,엇갈이배추,0.05,0.05,
티아페나실,Tiafenacil,오이,0.03,0.03,
티아페나실,Tiafenacil,옥수수,0.05,0.05,
티아페나실,Tiafenacil,유자,0.05,0.05,
티아페나실,Tiafenacil,자두,0.05,0.05,
티아페나실,Tiafenacil,참깨,0.05,0.05,
티아페나실,Tiafenacil,키위,0.05,0.05,
티아페나실,Tiafenacil,파,0.05,0.05,
티아페나실,Tiafenacil,포도,0.05,0.05,
티아페나실,Tiafenacil,풋마늘,0.05,0.05,
티아페나실,Tiafenacil,풋콩,0.05,0.05,
티오벤카브,Thiobencarb,감자,0.05,0.05,
티오벤카브,Thiobencarb,고추,0.05,0.05,
티오벤카브,Thiobencarb,대두,0.2,0.2,
티오벤카브,Thiobencarb,두류,0.2,0.2,
티오벤카브,Thiobencarb,마늘,0.05,0.05,
티오벤카브,Thiobencarb,무(뿌리),0.05,0.05,
티오벤카브,Thiobencarb,무(잎),0.05,0.05,
티오벤카브,Thiobencarb,밀,0.1,0.1,
티오벤카브,Thiobencarb,배추,0.05,0.05,
티오벤카브,Thiobencarb,보리,0.05,0.05,
티오벤카브,Thiobencarb,브로콜리,0.03,0.03,
티오벤카브,Thiobencarb,비트(뿌리),0.05,0.05,
티오벤카브,Thiobencarb,쌀,0.05,0.05,
티오벤카브,Thiobencarb,양파,0.05,0.05,
티오벤카브,Thiobencarb,엇갈이배추,0.05,0.05,
티오벤카브,Thiobencarb,옥수수,0.1,0.1,
티오벤카브,Thiobencarb,율무,0.05,0.05,
티오벤카브,Thiobencarb,콜라비,0.05,0.05,
티오벤카브,Thiobencarb,풋마늘,0.05,0.05,
티펜설퓨론메틸,Thifensulfuron-methyl,귀리,0.05,0.05,
티펜설퓨론메틸,Thifensulfuron-methyl,밀,0.05,0.05,
티펜설퓨론메틸,Thifensulfuron-methyl,보리,0.1,0.1,
티플루자마이드,Thifluzamide,건삼,2,2,
티플루자마이드,Thifluzamide,고구마,0.05,0.05,
티플루자마이드,Thifluzamide,고추,0.05,0.05,
티플루자마이드,Thifluzamide,고춧잎,0.05,0.05,
티플루자마이드,Thifluzamide,당근,0.05,0.05,
티플루자마이드,Thifluzamide,도라지,0.07,0.07,
티플루자마이드,Thifluzamide,딸기,0.5,0.5,
티플루자마이드,Thifluzamide,마늘,0.05,0.05,
티플루자마이드,Thifluzamide,무(뿌리),0.05,0.05,
티플루자마이드,Thifluzamide,무(잎),7,7,
티플루자마이드,Thifluzamide,배추,0.2,0.2,
티플루자마이드,Thifluzamide,보리,0.5,0.5,
티플루자마이드,Thifluzamide,브로콜리,0.05,0.05,
티플루자마이드,Thifluzamide,상추,0.2,0.2,
티플루자마이드,Thifluzamide,생강,0.2,0.2,
티플루자마이드,Thifluzamide,수박,0.05,0.05,
티플루자마이드,Thifluzamide,수삼,1,1,
티플루자마이드,Thifluzamide,수수,3,3,
티플루자마이드,Thifluzamide,쌀,0.3,0.3,
티플루자마이드,Thifluzamide,아로니아,15,15,
티플루자마이드,Thifluzamide,양배추,0.03,0.03,
티플루자마이드,Thifluzamide,양상추,0.2,0.2,
티플루자마이드,Thifluzamide,양파,0.05,0.05,
티플루자마이드,Thifluzamide,엇갈이배추,0.5,0.5,
티플루자마이드,Thifluzamide,엽경채류,2,2,
티플루자마이드,Thifluzamide,엽채류,5,5,
티플루자마이드,Thifluzamide,오디,0.2,0.2,
티플루자마이드,Thifluzamide,우엉,0.05,0.05,
티플루자마이드,Thifluzamide,인삼농축액,2,2,
티플루자마이드,Thifluzamide,참깨,0.05,0.05,
티플루자마이드,Thifluzamide,참외,0.3,0.3,
티플루자마이드,Thifluzamide,취나물,5,5,
티플루자마이드,Thifluzamide,콜라비,0.05,0.05,
티플루자마이드,Thifluzamide,파,0.05,0.05,
티플루자마이드,Thifluzamide,풋마늘,0.5,0.5,
티플루자마이드,Thifluzamide,피망,0.05,0.05,
티플루자마이드,Thifluzamide,홍삼,1,1,
티플루자마이드,Thifluzamide,홍삼농축액,2,2,
파라티온메틸,Parathion-Methyl,종실류,0.2T,0.2,T
파라티온메틸,Parathion-Methyl,향신씨,5.0†,5,†
파목사돈,Famoxadone,감자,0.05,0.05,
파목사돈,Famoxadone,갓,0.05,0.05,
파목사돈,Famoxadone,건삼,0.3,0.3,
파목사돈,Famoxadone,겨자채,15,15,
파목사돈,Famoxadone,고추,5,5,
파목사돈,Famoxadone,딸기,2,2,
파목사돈,Famoxadone,마늘,0.05,0.05,
파목사돈,Famoxadone,멜론,0.5,0.5,
파목사돈,Famoxadone,무(뿌리),0.05,0.05,
파목사돈,Famoxadone,무(잎),1.5,1.5,
파목사돈,Famoxadone,배,0.5,0.5,
파목사돈,Famoxadone,배추,0.3,0.3,
파목사돈,Famoxadone,브로콜리,3,3,
파목사돈,Famoxadone,상추,10,10,
파목사돈,Famoxadone,생강,0.05,0.05,
파목사돈,Famoxadone,수삼,0.05,0.05,
파목사돈,Famoxadone,쑥갓,0.05,0.05,
파목사돈,Famoxadone,양배추,0.5,0.5,
파목사돈,Famoxadone,양상추,10,10,
파목사돈,Famoxadone,양파,0.4†,0.4,†
파목사돈,Famoxadone,엇갈이배추,1,1,
파목사돈,Famoxadone,오이,0.5,0.5,
파목사돈,Famoxadone,유채,15,15,
파목사돈,Famoxadone,참깨,0.1,0.1,
파목사돈,Famoxadone,참나물,15,15,
파목사돈,Famoxadone,참외,0.5,0.5,
파목사돈,Famoxadone,치커리,15,15,
파목사돈,Famoxadone,토마토,2,2,
파목사돈,Famoxadone,파,2,2,
파목사돈,Famoxadone,포도,2,2,
파목사돈,Famoxadone,풋마늘,10,10,
파목사돈,Famoxadone,피망,5,5,
파목사돈,Famoxadone,호프,50†,50,†
파클로부트라졸,Paclobutrazol,겨자채,3,3,
파클로부트라졸,Paclobutrazol,들깻잎,5,5,
파클로부트라졸,Paclobutrazol,배추,0.7,0.7,
파클로부트라졸,Paclobutrazol,상추,7,7,
파클로부트라졸,Paclobutrazol,엇갈이배추,2,2,
파클로부트라졸,Paclobutrazol,엽경채류,0.5,0.5,
파클로부트라졸,Paclobutrazol,엽채류,2,2,
패러쾃,Paraquat,대두,0.2†,0.2,†
패러쾃,Paraquat,돼지고기,0.05,0.05,
패러쾃,Paraquat,돼지부산물,0.05,0.05,
패러쾃,Paraquat,돼지신장,0.5,0.5,
패러쾃,Paraquat,면실,2.0†,2,†
패러쾃,Paraquat,소고기,0.05,0.05,
패러쾃,Paraquat,소부산물,0.05,0.05,
패러쾃,Paraquat,소신장,0.5,0.5,
패러쾃,Paraquat,쌀,0.05†,0.05,†
패러쾃,Paraquat,알,0.01,0.01,
패러쾃,Paraquat,양고기,0.05,0.05,
패러쾃,Paraquat,양부산물,0.05,0.05,
패러쾃,Paraquat,양신장,0.5,0.5,
패러쾃,Paraquat,옥수수,0.03†,0.03,†
패러쾃,Paraquat,유,0.01,0.01,
퍼메트린,Permethrin(Permetrin),가금류고기,0.1,0.1,
퍼메트린,Permethrin(Permetrin),대두,0.05†,0.05,†
퍼메트린,Permethrin(Permetrin),알,0.1,0.1,
퍼메트린,Permethrin(Permetrin),옥수수,0.05†,0.05,†
퍼메트린,Permethrin(Permetrin),유,0.1F,0.1,F
퍼메트린,Permethrin(Permetrin),차,20†,20,†
퍼메트린,Permethrin(Permetrin),체리,5.0T,5,T
퍼메트린,Permethrin(Permetrin),포유류고기,1.0f,1,f
퍼메트린,Permethrin(Permetrin),포유류부산물,0.1,0.1,
퍼메트린,Permethrin(Permetrin),향신식물(허브류 제외),0.05†,0.05,†
퍼메트린,Permethrin(Permetrin),향신열매,0.07†,0.07,†
페나리몰,Fenarimol,가지,0.3,0.3,
페나리몰,Fenarimol,대추,0.5,0.5,
페나리몰,Fenarimol,대추(건조),1.5,1.5,
페나리몰,Fenarimol,딸기,1,1,
페나리몰,Fenarimol,보리,0.3,0.3,
페나리몰,Fenarimol,복숭아,0.5,0.5,
페나리몰,Fenarimol,소간,0.02,0.02,
페나리몰,Fenarimol,소고기,0.02,0.02,
페나리몰,Fenarimol,소신장,0.02,0.02,
페나리몰,Fenarimol,수박,0.3,0.3,
페나리몰,Fenarimol,엽경채류,1,1,
페나리몰,Fenarimol,엽채류,2,2,
페나리몰,Fenarimol,오미자(건조),2,2,
페나리몰,Fenarimol,오이,0.5,0.5,
페나리몰,Fenarimol,우엉,1,1,
페나리몰,Fenarimol,인과류,0.3,0.3,
페나리몰,Fenarimol,참외,0.3,0.3,
페나리몰,Fenarimol,취나물,1,1,
페나리몰,Fenarimol,포도,0.3,0.3,
페나미돈,Fenamidone,가금류고기,0.01,0.01,
페나미돈,Fenamidone,가금류부산물,0.01,0.01,
페나미돈,Fenamidone,가금류지방,0.01,0.01,
페나미돈,Fenamidone,감자,0.1,0.1,
페나미돈,Fenamidone,고추,1,1,
페나미돈,Fenamidone,고춧잎,5,5,
페나미돈,Fenamidone,수박,0.2,0.2,
페나미돈,Fenamidone,알,0.01,0.01,
페나미돈,Fenamidone,양파,0.1,0.1,
페나미돈,Fenamidone,엽경채류,5,5,
페나미돈,Fenamidone,엽채류,5,5,
페나미돈,Fenamidone,오이,0.1,0.1,
페나미돈,Fenamidone,유,0.01,0.01,
페나미돈,Fenamidone,참깨,0.2,0.2,
페나미돈,Fenamidone,참외,0.3,0.3,
페나미돈,Fenamidone,토마토,1,1,
페나미돈,Fenamidone,포도,0.7,0.7,
페나미돈,Fenamidone,포유류고기,0.01,0.01,
페나미돈,Fenamidone,포유류부산물,0.01,0.01,
페나미돈,Fenamidone,포유류지방,0.01,0.01,
페나미돈,Fenamidone,피망,1,1,
페나자퀸,Fenazaquin,가지,0.2,0.2,
페나자퀸,Fenazaquin,감,0.1,0.1,
페나자퀸,Fenazaquin,감귤,2,2,
페나자퀸,Fenazaquin,감귤류,0.4†,0.4,†
페나자퀸,Fenazaquin,견과류,0.02†,0.02,†
페나자퀸,Fenazaquin,고추,2,2,
페나자퀸,Fenazaquin,곤달비,10,10,
페나자퀸,Fenazaquin,대추,0.3,0.3,
페나자퀸,Fenazaquin,대추(건조),1,1,
페나자퀸,Fenazaquin,더덕,0.05,0.05,
페나자퀸,Fenazaquin,두릅,0.1,0.1,
페나자퀸,Fenazaquin,들깨,0.2,0.2,
페나자퀸,Fenazaquin,들깻잎,3,3,
페나자퀸,Fenazaquin,딸기,0.7,0.7,
페나자퀸,Fenazaquin,땅콩,0.05,0.05,
페나자퀸,Fenazaquin,배,0.3,0.3,
페나자퀸,Fenazaquin,복숭아,0.2,0.2,
페나자퀸,Fenazaquin,블루베리,0.8†,0.8,†
페나자퀸,Fenazaquin,비트(뿌리),0.2,0.2,
페나자퀸,Fenazaquin,비트(잎),15,15,
페나자퀸,Fenazaquin,사과,0.3,0.3,
페나자퀸,Fenazaquin,수박,0.05,0.05,
페나자퀸,Fenazaquin,신선초,3,3,
페나자퀸,Fenazaquin,아보카도,0.15†,0.15,†
페나자퀸,Fenazaquin,엽경채류,0.7,0.7,
페나자퀸,Fenazaquin,엽채류,0.7,0.7,
페나자퀸,Fenazaquin,차,9.0†,9,†
페나자퀸,Fenazaquin,참외,0.2,0.2,
페나자퀸,Fenazaquin,체리,2.0†,2,†
페나자퀸,Fenazaquin,취나물,2,2,
페나자퀸,Fenazaquin,토마토,0.3†,0.3,†
페나자퀸,Fenazaquin,파인애플,0.2†,0.2,†
페나자퀸,Fenazaquin,포도,0.7†,0.7,†
페나자퀸,Fenazaquin,피망,2,2,
페나자퀸,Fenazaquin,호프,30†,30,†
페나자퀸,Fenazaquin,홍화씨,0.2,0.2,
페노뷰카브,Fenobucarb,기장,3,3,
페노뷰카브,Fenobucarb,매실,0.2,0.2,
페노뷰카브,Fenobucarb,밤,0.05,0.05,
페노뷰카브,Fenobucarb,보리,0.2,0.2,
페노뷰카브,Fenobucarb,쌀,0.5,0.5,
페노뷰카브,Fenobucarb,옥수수,0.03,0.03,
페노뷰카브,Fenobucarb,체리,0.07,0.07,
페녹사닐,Fenoxanil,쌀,1,1,
페녹사설폰,Fenoxasulfone,쌀,0.05,0.05,
페녹사프로프-에틸,Fenoxaprop-ethyl,고구마,0.03,0.03,
페녹사프로프-에틸,Fenoxaprop-ethyl,고구마줄기,0.03,0.03,
페녹사프로프-에틸,Fenoxaprop-ethyl,고추,0.05,0.05,
페녹사프로프-에틸,Fenoxaprop-ethyl,대두,0.05,0.05,
페녹사프로프-에틸,Fenoxaprop-ethyl,들깨,0.05,0.05,
페녹사프로프-에틸,Fenoxaprop-ethyl,마늘,0.05,0.05,
페녹사프로프-에틸,Fenoxaprop-ethyl,보리,0.05,0.05,
페녹사프로프-에틸,Fenoxaprop-ethyl,쌀,0.05,0.05,
페녹사프로프-에틸,Fenoxaprop-ethyl,양파,0.05,0.05,
페녹사프로프-에틸,Fenoxaprop-ethyl,오이,0.03,0.03,
페녹사프로프-에틸,Fenoxaprop-ethyl,참깨,0.03,0.03,
페녹사프로프-에틸,Fenoxaprop-ethyl,취나물,0.05,0.05,
페녹사프로프-에틸,Fenoxaprop-ethyl,풋마늘,0.05,0.05,
페녹사프로프-에틸,Fenoxaprop-ethyl,풋콩,0.05,0.05,
페녹슐람,Penoxsulam,쌀,0.1,0.1,
페니트로티온,Fenitrothion,가금류고기,0.05,0.05,
페니트로티온,Fenitrothion,가지,0.05,0.05,
페니트로티온,Fenitrothion,감,0.2,0.2,
페니트로티온,Fenitrothion,감귤류,2,2,
페니트로티온,Fenitrothion,감자,0.05,0.05,
페니트로티온,Fenitrothion,갓,0.05,0.05,
페니트로티온,Fenitrothion,강낭콩,0.05,0.05,
페니트로티온,Fenitrothion,겨자채,0.05,0.05,
페니트로티온,Fenitrothion,고구마,0.05,0.05,
페니트로티온,Fenitrothion,고구마줄기,0.05,0.05,
페니트로티온,Fenitrothion,고사리,1,1,
페니트로티온,Fenitrothion,고사리(건조),2,2,
페니트로티온,Fenitrothion,고추,0.5,0.5,
페니트로티온,Fenitrothion,곤달비,15,15,
페니트로티온,Fenitrothion,구기자,2,2,
페니트로티온,Fenitrothion,구기자(건조),3,3,
페니트로티온,Fenitrothion,기장,0.3,0.3,
페니트로티온,Fenitrothion,냉이,0.05,0.05,
페니트로티온,Fenitrothion,녹두,0.05,0.05,
페니트로티온,Fenitrothion,녹차추출물,0.2,0.2,
페니트로티온,Fenitrothion,다래,0.5,0.5,
페니트로티온,Fenitrothion,당귀(잎),15,15,
페니트로티온,Fenitrothion,당근,0.05,0.05,
페니트로티온,Fenitrothion,대두,0.05,0.05,
페니트로티온,Fenitrothion,대추,2,2,
페니트로티온,Fenitrothion,대추(건조),3,3,
페니트로티온,Fenitrothion,동부,0.05,0.05,
페니트로티온,Fenitrothion,들깻잎,0.05,0.05,
페니트로티온,Fenitrothion,땅콩,0.05,0.05,
페니트로티온,Fenitrothion,마늘,0.03,0.03,
페니트로티온,Fenitrothion,매실,0.2,0.2,
페니트로티온,Fenitrothion,머위,15,15,
페니트로티온,Fenitrothion,멜론,0.3,0.3,
페니트로티온,Fenitrothion,무(뿌리),0.05,0.05,
페니트로티온,Fenitrothion,무(잎),0.05,0.05,
페니트로티온,Fenitrothion,무화과,2,2,
페니트로티온,Fenitrothion,미나리,15,15,
페니트로티온,Fenitrothion,밤,0.05,0.05,
페니트로티온,Fenitrothion,배,1,1,
페니트로티온,Fenitrothion,배추,0.05,0.05,
페니트로티온,Fenitrothion,복분자,0.07,0.07,
페니트로티온,Fenitrothion,복숭아,0.1,0.1,
페니트로티온,Fenitrothion,부추,0.05,0.05,
페니트로티온,Fenitrothion,브로콜리,0.05,0.05,
페니트로티온,Fenitrothion,블루베리,0.05,0.05,
페니트로티온,Fenitrothion,사과,0.5,0.5,
페니트로티온,Fenitrothion,생강,0.3,0.3,
페니트로티온,Fenitrothion,셀러리,25,25,
페니트로티온,Fenitrothion,순무,0.05,0.05,
페니트로티온,Fenitrothion,시금치,0.05,0.05,
페니트로티온,Fenitrothion,쌀,0.2,0.2,
페니트로티온,Fenitrothion,쑥,0.3,0.3,
페니트로티온,Fenitrothion,쑥갓,0.05,0.05,
페니트로티온,Fenitrothion,아로니아,3,3,
페니트로티온,Fenitrothion,아마란스(씨),0.05,0.05,
페니트로티온,Fenitrothion,아스파라거스,2,2,
페니트로티온,Fenitrothion,알,0.05,0.05,
페니트로티온,Fenitrothion,양배추,0.05,0.05,
페니트로티온,Fenitrothion,양파,0.05,0.05,
페니트로티온,Fenitrothion,엇갈이배추,0.05,0.05,
페니트로티온,Fenitrothion,오미자,2,2,
페니트로티온,Fenitrothion,오미자(건조),5,5,
페니트로티온,Fenitrothion,옥수수,0.2†,0.2,†
페니트로티온,Fenitrothion,완두,0.05,0.05,
페니트로티온,Fenitrothion,유,0.002,0.002,
페니트로티온,Fenitrothion,차,0.2,0.2,
페니트로티온,Fenitrothion,체리,0.7,0.7,
페니트로티온,Fenitrothion,취나물,7,7,
페니트로티온,Fenitrothion,케일,0.05,0.05,
페니트로티온,Fenitrothion,콜라비,0.05,0.05,
페니트로티온,Fenitrothion,토란,0.05,0.05,
페니트로티온,Fenitrothion,파,0.3,0.3,
페니트로티온,Fenitrothion,팥,0.1,0.1,
